YEAR	County	NAICS3dig	NAICSname3dig	Diesel	LPG_NGL	Net_electricity	Other	Residual_fuel_oil	Coal	Natural_gas	Coke_and_breeze
2010	Genesee	111	Crop ProductionT	47292.97251729304	10999.119261769152	21092.06508803733	16707.49549406062	6869.111171718177	0	0	0
2010	Genesee	112	Animal Production and AquacultureT	33120.4340531512	7702.954260677162	26692.257932236567	11700.670802665563	4810.607823043181	0	0	0
2010	Genesee	211	Oil and Gas ExtractionT	4208.965417724943	0	18996.97834918943	8157.883710549511	714.4410781215681	5203.082001703316	146533.9898580331	0
2010	Genesee	212	Mining (except Oil and Gas)T	26491.236947969548	0	26383.329299576653	14241.413618650835	8278.332275614011	31910.633500127802	12018.003065775625	0
2010	Genesee	236	Construction of BuildingsT	15414.94458836379	570.2767134104718	8890.79031573716	0	0	0	4172.934752359778	0
2010	Genesee	237	Heavy and Civil Engineering ConstructionT	17669.17878467078	2753.787878270883	2642.576968664717	0	0	0	1047.1800166164771	0
2010	Genesee	238	Specialty Trade ContractorsT	72793.40488861631	3024.759486496107	16804.672377053754	0	0	0	20959.891107305837	0
2010	Genesee	311	Food ManufacturingT	5719.205306130313	881.3400954129963	54227.92942189556	525837.9381401605	11929.486920973197	3187.557572183391	110043.26072562297	0
2010	Genesee	315	Apparel ManufacturingT	0	0	8.4135722433594875	0	0	0	6.949540774345639	0
2010	Genesee	316	Leather and Allied Product ManufacturingT	864.3042350907524	424.98937526561866	2016.6004208557397	10128.120727199052	1966.085033177686	0	1617.8530922676634	0
2010	Genesee	321	Wood Product ManufacturingT	708.5737422816078	74.66029565477085	2536.350940606256	243.16614178365413	30.221915205940753	1.8212282363225751	805.7710789714255	0
2010	Genesee	322	Paper ManufacturingT	0	0	9495.99015629	0	0	0	556483.226535997	0
2010	Genesee	323	Printing and Related Support ActivitiesT	68.27403245942575	71.93830570902398	1503.9260385005057	11.715035476556176	495.0412673056443	0	931.6728100607102	0
2010	Genesee	325	Chemical ManufacturingT	645.027049521432	521.7925107427874	11556.484295846	10838.026967059268	0	0	18776.500915486184	0
2010	Genesee	326	Plastics and Rubber Products ManufacturingT	375.6498406842196	197.90550012369107	4654.538855872607	32.22858714983335	0	178.62171621675978	3417.4314895600046	0
2010	Genesee	327	Nonmetallic Mineral Product ManufacturingT	232.0108713665442	244.4629149757984	638.8358393630466	39.8103860442263	0	5.963313694153564	527.6730959635884	0
2010	Genesee	331	Primary Metal ManufacturingT	0	3946.3299131807457	1031.2635692574916	0	0	0	8518.151406269355	0
2010	Genesee	332	Fabricated Metal Product ManufacturingT	2685.306218126025	1282.8103800929082	18421.33878394394	78.90138851523422	127.49007879635833	0	25835.077286212978	0
2010	Genesee	333	Machinery ManufacturingT	308.61384905772803	225.2916058158026	39395.58938456702	1856.5421113845648	0	0	27378.594790603438	0
2010	Genesee	335	Electrical Equipment, Appliance, and Component ManufacturingT	508.0858229538661	53.535483318343445	839.4005796281904	8.718165936041805	21.670753151546663	0	693.3379051614587	0.3187474500203997
2010	Genesee	337	Furniture and Related Product ManufacturingT	54.093318702378596	56.99651181347707	297.8890640221084	9.281788768220574	0	0	246.05389206555228	0
2010	Genesee	339	Miscellaneous ManufacturingT	107.08856780862028	112.83602054025897	1769.1933494131483	18.37516147529643	0	0	1461.339008427939	0
2010	Livingston	111	Crop ProductionT	59585.07494943014	13857.943595120598	27816.368557426566	21050.00633797864	8654.488864135848	0	0	0
2010	Livingston	112	Animal Production and AquacultureT	29336.92387436594	6823.007886628467	23919.54380379885	10364.045593905998	4261.068416783613	0	0	0
2010	Livingston	212	Mining (except Oil and Gas)T	6529.750083727261	0	4466.772793631648	3656.582897412355	1453.2632631851511	2152.868165961008	1708.150214762691	0
2010	Livingston	213	Support Activities for MiningT	3855.199981822787	0	538.3070099790127	1557.3655247492393	949.9289084056808	0	4513.4394769395485	0
2010	Livingston	236	Construction of BuildingsT	16007.827072531629	592.2104331570283	9232.743789419355	0	0	0	4333.432242835153	0
2010	Livingston	237	Heavy and Civil Engineering ConstructionT	45939.86484014404	7159.848483504297	6870.700118528264	0	0	0	2722.6680432028406	0
2010	Livingston	238	Specialty Trade ContractorsT	55125.10273118517	2290.594562589285	12725.868402040704	0	0	0	15872.53889679471	0
2010	Livingston	311	Food ManufacturingT	4407.072654966353	3430.678978398797	66612.26882574249	94289.47363361061	28689.802198021855	36162.6265621273	207422.86539938406	0
2010	Livingston	312	Beverage and Tobacco Product ManufacturingT	1879.3712160874193	198.02372324204455	2069.9197089039217	612.7089522362336	80.15848477561346	0	2564.604724468195	0
2010	Livingston	313	Textile MillsT	93.1340265165879	98.13253780556028	1538.6525722491851	159.80723349902507	397.2329884972675	0	3812.742725363904	0
2010	Livingston	321	Wood Product ManufacturingT	4117.2949976266245	433.8270577609743	8850.709312907193	1937.0662071212378	305.88686021546835	2.7318423544838626	10239.551119084454	1.916198262646908
2010	Livingston	323	Printing and Related Support ActivitiesT	57.16252627253911	33.58855431115731	4062.3322450445326	36.85846847440276	529.0585695798122	0	3097.295178157775	0
2010	Livingston	325	Chemical ManufacturingT	561.7977528089891	276.2430939226521	11398.176291793325	16677.638797454536	0	0	76105.8109280139	0
2010	Livingston	326	Plastics and Rubber Products ManufacturingT	187.8249203421098	98.95275006184553	2327.2694279363036	16.114293574916676	0	89.31085810837989	1708.7157447800023	0
2010	Livingston	332	Fabricated Metal Product ManufacturingT	1650.4156208463105	677.0141214906008	16046.718723153674	69.0360954823448	102.96791075645027	0	22566.04988249119	0
2010	Livingston	333	Machinery ManufacturingT	136.8986042820851	124.51431469343615	7001.046360591173	348.193237540484	0	0	5376.514532731659	0
2010	Livingston	335	Electrical Equipment, Appliance, and Component ManufacturingT	1524.2574688615982	160.60644995503034	2518.201738884571	26.154497808125413	65.01225945463999	0	2080.013715484376	0.9562423500611992
2010	Livingston	337	Furniture and Related Product ManufacturingT	108.18663740475719	113.99302362695414	595.7781280442168	18.563577536441148	0	0	492.10778413110455	0
